name,cuisine,airport_code,airport_name
Sprüngli Café-Bar,,ZRH,Zurich Airport
Startbar,,ZRH,Zurich Airport
Steiner Flughafebeck,,ZRH,Zurich Airport
Sternen Grill,,ZRH,Zurich Airport
The Gallery Restaurant,,ZRH,Zurich Airport
TUK,,ZRH,Zurich Airport
Umaizushi,,ZRH,Zurich Airport
upperdeck,,ZRH,Zurich Airport
Villa Antinori da Bindella,,ZRH,Zurich Airport
Zoom Restaurant & Bar,,ZRH,Zurich Airport
Zum Mitnäh (by Hyatt Regency),,ZRH,Zurich Airport
Züri Kafi,,ZRH,Zurich Airport
